#Gene_Symbol	BioCycPath_ID	Metabolism_ID
PLCH1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCD3	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCG2	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCZ1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PIP4K2A	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PIP4K2C	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PIP4K2B	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
MTMR3	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
MTMR14	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
TMEM55A	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
TMEM55B	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PI4KB	PWY-6352	3-phosphoinositide biosynthesis
PI4K2B	PWY-6352	3-phosphoinositide biosynthesis
PI4K2A	PWY-6352	3-phosphoinositide biosynthesis
PI4KA	PWY-6352	3-phosphoinositide biosynthesis
CDIPT	PWY-6352	3-phosphoinositide biosynthesis
PIK3R3	PWY-6352	3-phosphoinositide biosynthesis
PIK3R2	PWY-6352	3-phosphoinositide biosynthesis
PIK3R5	PWY-6352	3-phosphoinositide biosynthesis
PIK3R6	PWY-6352	3-phosphoinositide biosynthesis
PIK3IP1	PWY-6352	3-phosphoinositide biosynthesis
PIP5K1A	PWY-6352	3-phosphoinositide biosynthesis
PIP5K1C	PWY-6352	3-phosphoinositide biosynthesis
PIP5K1B	PWY-6352	3-phosphoinositide biosynthesis
PIK3CD	PWY-6352	3-phosphoinositide biosynthesis
PIK3CB	PWY-6352	3-phosphoinositide biosynthesis
PIK3CG	PWY-6352	3-phosphoinositide biosynthesis
PIK3R1	PWY-6352	3-phosphoinositide biosynthesis
PIK3CA	PWY-6352	3-phosphoinositide biosynthesis
PIK3R4	PWY-6352	3-phosphoinositide biosynthesis
PIK3C3	PWY-6352	3-phosphoinositide biosynthesis
PIKFYVE	PWY-6352	3-phosphoinositide biosynthesis
FIG4	PWY-6352	3-phosphoinositide biosynthesis
INPP5E	PWY-6352	3-phosphoinositide biosynthesis
GPAM	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT9	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT1	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT4	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT3	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT5	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT6	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
AGPAT2	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
LPCAT4	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
CDS1	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
CDS2	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
PGS1	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
GPAM	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
LCLAT1	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT9	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT1	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT4	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT3	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT5	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT6	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
AGPAT2	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
LPCAT4	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
CDS1	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
CDS2	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
PGS1	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)
CHKB	PWY3O-450	phosphatidylcholine biosynthesis I
CHKA	PWY3O-450	phosphatidylcholine biosynthesis I
PCYT1A	PWY3O-450	phosphatidylcholine biosynthesis I
PCYT1B	PWY3O-450	phosphatidylcholine biosynthesis I
CEPT1	PWY3O-450	phosphatidylcholine biosynthesis I
CHPT1	PWY3O-450	phosphatidylcholine biosynthesis I
CRLS1	PWY-5668	cardiolipin biosynthesis I
PGS1	PWY-5668	cardiolipin biosynthesis I
PGS1	PWY-5269	cardiolipin biosynthesis II
PTDSS2	PWY-5669	phosphatidylethanolamine biosynthesis I
PTDSS1	PWY-5669	phosphatidylethanolamine biosynthesis I
PISD	PWY-5669	phosphatidylethanolamine biosynthesis I
ETNK1	PWY4FS-6	phosphatidylethanolamine biosynthesis II
CHKB	PWY4FS-6	phosphatidylethanolamine biosynthesis II
CHKA	PWY4FS-6	phosphatidylethanolamine biosynthesis II
ETNK2	PWY4FS-6	phosphatidylethanolamine biosynthesis II
PCYT2	PWY4FS-6	phosphatidylethanolamine biosynthesis II
PIGF	PWY4FS-6	phosphatidylethanolamine biosynthesis II
CEPT1	PWY4FS-6	phosphatidylethanolamine biosynthesis II
CDS2	PWY0-1319	CDP-diacylglycerol biosynthesis II
CDS1	PWY0-1319	CDP-diacylglycerol biosynthesis II
LPCAT4	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT2	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT6	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT5	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT3	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT4	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT1	PWY0-1319	CDP-diacylglycerol biosynthesis II
AGPAT9	PWY0-1319	CDP-diacylglycerol biosynthesis II
GPAM	PWY0-1319	CDP-diacylglycerol biosynthesis II
CDS2	PWY-5667	CDP-diacylglycerol biosynthesis I
CDS1	PWY-5667	CDP-diacylglycerol biosynthesis I
LPCAT4	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT2	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT6	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT5	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT3	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT4	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT1	PWY-5667	CDP-diacylglycerol biosynthesis I
AGPAT9	PWY-5667	CDP-diacylglycerol biosynthesis I
LCLAT1	PWY-5667	CDP-diacylglycerol biosynthesis I
GPAM	PWY-5667	CDP-diacylglycerol biosynthesis I
PECR	PWY-5080	very long chain fatty acid biosynthesis
MECR	PWY-5080	very long chain fatty acid biosynthesis
EHHADH	PWY-5080	very long chain fatty acid biosynthesis
ECHS1	PWY-5080	very long chain fatty acid biosynthesis
OXSM	PWY-5966	fatty acid biosynthesis initiation II
FASN	PWY-5966	fatty acid biosynthesis initiation II
FASN	PWY-5965	fatty acid biosynthesis initiation III
OXSM	PWY-5965	fatty acid biosynthesis initiation III
FADS1	PWY-6000	&gamma;-linolenate biosynthesis II (animals)
ACSL3	PWY-6000	&gamma;-linolenate biosynthesis II (animals)
SLC27A2	PWY-6000	&gamma;-linolenate biosynthesis II (animals)
ACSBG2	PWY-6000	&gamma;-linolenate biosynthesis II (animals)
FADS2	PWY-5996	oleate biosynthesis II (animals)
FADS3	PWY-5996	oleate biosynthesis II (animals)
FADS1	PWY-5996	oleate biosynthesis II (animals)
CBR4	PWY-5994	palmitate biosynthesis I (animals)
FASN	PWY-5994	palmitate biosynthesis I (animals)
HSD17B7	PWY66-4	cholesterol biosynthesis III (via desmosterol)
EBP	PWY66-4	cholesterol biosynthesis III (via desmosterol)
SC5D	PWY66-4	cholesterol biosynthesis III (via desmosterol)
DHCR7	PWY66-4	cholesterol biosynthesis III (via desmosterol)
SQLE	PWY66-4	cholesterol biosynthesis III (via desmosterol)
FDFT1	PWY66-4	cholesterol biosynthesis III (via desmosterol)
TM7SF2	PWY66-4	cholesterol biosynthesis III (via desmosterol)
NSDHL	PWY66-4	cholesterol biosynthesis III (via desmosterol)
LSS	PWY66-4	cholesterol biosynthesis III (via desmosterol)
HSD17B7	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
EBP	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
DHCR7	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
SQLE	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
FDFT1	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
SC5D	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
LSS	PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
GGPS1	PWY66-5	superpathway of cholesterol biosynthesis
FDPS	PWY66-5	superpathway of cholesterol biosynthesis
NUDT12	PWY66-5	superpathway of cholesterol biosynthesis
IDI2	PWY66-5	superpathway of cholesterol biosynthesis
IDI1	PWY66-5	superpathway of cholesterol biosynthesis
MVD	PWY66-5	superpathway of cholesterol biosynthesis
PMVK	PWY66-5	superpathway of cholesterol biosynthesis
MVK	PWY66-5	superpathway of cholesterol biosynthesis
HMGCS1	PWY66-5	superpathway of cholesterol biosynthesis
HMGCR	PWY66-5	superpathway of cholesterol biosynthesis
HMGCS2	PWY66-5	superpathway of cholesterol biosynthesis
ACAT2	PWY66-5	superpathway of cholesterol biosynthesis
ACAT1	PWY66-5	superpathway of cholesterol biosynthesis
HSD17B7	PWY66-341	cholesterol biosynthesis I
EBP	PWY66-341	cholesterol biosynthesis I
DHCR24	PWY66-341	cholesterol biosynthesis I
DHCR7	PWY66-341	cholesterol biosynthesis I
SQLE	PWY66-341	cholesterol biosynthesis I
FDFT1	PWY66-341	cholesterol biosynthesis I
TM7SF2	PWY66-341	cholesterol biosynthesis I
SC5D	PWY66-341	cholesterol biosynthesis I
NSDHL	PWY66-341	cholesterol biosynthesis I
LSS	PWY66-341	cholesterol biosynthesis I
CYP7A1	PWY-6061	bile acid biosynthesis, neutral pathway
CYP8B1	PWY-6061	bile acid biosynthesis, neutral pathway
BAAT	PWY-6061	bile acid biosynthesis, neutral pathway
CYP27A1	PWY-6061	bile acid biosynthesis, neutral pathway
CYP2R1	PWY-6061	bile acid biosynthesis, neutral pathway
SCP2	PWY-6061	bile acid biosynthesis, neutral pathway
LSS	PWY-6132	lanosterol biosynthesis
ODC1	ORNSPNANA-PWY	spermine biosynthesis II
OAZ3	ORNSPNANA-PWY	spermine biosynthesis II
OAZ2	ORNSPNANA-PWY	spermine biosynthesis II
OAZ1	ORNSPNANA-PWY	spermine biosynthesis II
AZIN1	ORNSPNANA-PWY	spermine biosynthesis II
ADC	ORNSPNANA-PWY	spermine biosynthesis II
SRM	ORNSPNANA-PWY	spermine biosynthesis II
SMS	ORNSPNANA-PWY	spermine biosynthesis II
HDC	PWY-6173	histamine biosynthesis
GATM	PWY3DJ-35588	creatine biosynthesis
GAMT	PWY3DJ-35588	creatine biosynthesis
CKB	PWY3DJ-35588	creatine biosynthesis
CKM	PWY3DJ-35588	creatine biosynthesis
XDH	URSIN-PWY	ureide biosynthesis
NT5C2	URSIN-PWY	ureide biosynthesis
NT5DC2	URSIN-PWY	ureide biosynthesis
NT5C1B-RDH14	URSIN-PWY	ureide biosynthesis
NT5E	URSIN-PWY	ureide biosynthesis
IMPDH2	URSIN-PWY	ureide biosynthesis
IMPDH1	URSIN-PWY	ureide biosynthesis
UOX	URSIN-PWY	ureide biosynthesis
SMS	ARGSPECAT-PWY	spermine biosynthesis
AMD1	ARGSPECAT-PWY	spermine biosynthesis
ODC1	PWY-46	putrescine biosynthesis III
OAZ3	PWY-46	putrescine biosynthesis III
OAZ2	PWY-46	putrescine biosynthesis III
OAZ1	PWY-46	putrescine biosynthesis III
AZIN1	PWY-46	putrescine biosynthesis III
ADC	PWY-46	putrescine biosynthesis III
AGMAT	PWY-40	putrescine biosynthesis I
GFPT1	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
GFPT2	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
GNPNAT1	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
PGM3	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
PGM1	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
UAP1	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
SRM	BSUBPOLYAMSYN-PWY	spermidine biosynthesis I
AMD1	BSUBPOLYAMSYN-PWY	spermidine biosynthesis I
ASMT	PWY-6030	serotonin and melatonin biosynthesis
AANAT	PWY-6030	serotonin and melatonin biosynthesis
DDC	PWY-6030	serotonin and melatonin biosynthesis
TPH1	PWY-6030	serotonin and melatonin biosynthesis
TPH2	PWY-6030	serotonin and melatonin biosynthesis
CYP11A1	PWY3DJ-2	biosynthesis of estrogens
FDX1	PWY3DJ-2	biosynthesis of estrogens
CYP17A1	PWY3DJ-2	biosynthesis of estrogens
HSD3B1	PWY3DJ-2	biosynthesis of estrogens
CYP19A1	PWY3DJ-2	biosynthesis of estrogens
HSD17B2	PWY3DJ-2	biosynthesis of estrogens
HSD17B1	PWY3DJ-2	biosynthesis of estrogens
HSD17B7	PWY3DJ-2	biosynthesis of estrogens
HSD17B11	PWY3DJ-2	biosynthesis of estrogens
HSD17B12	PWY3DJ-2	biosynthesis of estrogens
SULT1E1	PWY3DJ-2	biosynthesis of estrogens
CYP11A1	PWY3DJ-8	biosynthesis of androgens
FDX1	PWY3DJ-8	biosynthesis of androgens
CYP17A1	PWY3DJ-8	biosynthesis of androgens
HSD3B1	PWY3DJ-8	biosynthesis of androgens
HSD17B7	PWY3DJ-8	biosynthesis of androgens
HSD17B3	PWY3DJ-8	biosynthesis of androgens
TPH1	PWY3DJ-5	biosynthesis of serotonin and melatonin
TPH2	PWY3DJ-5	biosynthesis of serotonin and melatonin
DDC	PWY3DJ-5	biosynthesis of serotonin and melatonin
AANAT	PWY3DJ-5	biosynthesis of serotonin and melatonin
ASMT	PWY3DJ-5	biosynthesis of serotonin and melatonin
DDC	PWY66-301	catecholamine biosynthesis
TH	PWY66-301	catecholamine biosynthesis
DBH	PWY66-301	catecholamine biosynthesis
MOXD1	PWY66-301	catecholamine biosynthesis
PNMT	PWY66-301	catecholamine biosynthesis
PTGS2	PWY3DJ-35583	biosynthesis of prostaglandins
PTGS1	PWY3DJ-35583	biosynthesis of prostaglandins
PTGIS	PWY3DJ-35583	biosynthesis of prostaglandins
TBXAS1	PWY3DJ-35583	biosynthesis of prostaglandins
HPGD	PWY3DJ-35583	biosynthesis of prostaglandins
PTGDS	PWY3DJ-35583	biosynthesis of prostaglandins
PTGES2	PWY3DJ-35583	biosynthesis of prostaglandins
PTGES	PWY3DJ-35583	biosynthesis of prostaglandins
PTGES3	PWY3DJ-35583	biosynthesis of prostaglandins
CYP11A1	PWY3DJ-4	biosynthesis of corticosteroids
FDX1	PWY3DJ-4	biosynthesis of corticosteroids
HSD3B1	PWY3DJ-4	biosynthesis of corticosteroids
CYP11B1	PWY3DJ-4	biosynthesis of corticosteroids
H6PD	PWY3DJ-4	biosynthesis of corticosteroids
FBP2	GLUCONEO-PWY	gluconeogenesis I
FBP1	GLUCONEO-PWY	gluconeogenesis I
ALDOB	GLUCONEO-PWY	gluconeogenesis I
ALDOA	GLUCONEO-PWY	gluconeogenesis I
ALDOC	GLUCONEO-PWY	gluconeogenesis I
GAPDH	GLUCONEO-PWY	gluconeogenesis I
GAPDHS	GLUCONEO-PWY	gluconeogenesis I
PGK2	GLUCONEO-PWY	gluconeogenesis I
PGK1	GLUCONEO-PWY	gluconeogenesis I
PGAM2	GLUCONEO-PWY	gluconeogenesis I
PGAM1	GLUCONEO-PWY	gluconeogenesis I
MDH2	GLUCONEO-PWY	gluconeogenesis I
ME2	GLUCONEO-PWY	gluconeogenesis I
ME3	GLUCONEO-PWY	gluconeogenesis I
ME1	GLUCONEO-PWY	gluconeogenesis I
FUK	PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)
FPGT-TNNI3K	PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)
GCK	PWY-5661	GDP-glucose biosynthesis
PGM1	PWY-5661	GDP-glucose biosynthesis
PGM2L1	PWY-5661	GDP-glucose biosynthesis
PGM2	PWY-5661	GDP-glucose biosynthesis
PGM3	PWY-5661	GDP-glucose biosynthesis
PGM5	PWY-5661	GDP-glucose biosynthesis
GMDS	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)
TSTA3	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)
UGDH	PWY-4821	UDP-D-xylose and UDP-D-glucuronate biosynthesis
UXS1	PWY-4821	UDP-D-xylose and UDP-D-glucuronate biosynthesis
MPI	PWY-5657	GDP-mannose biosynthesis I
PMM1	PWY-5657	GDP-mannose biosynthesis I
PMM2	PWY-5657	GDP-mannose biosynthesis I
GMPPB	PWY-5657	GDP-mannose biosynthesis I
GMPPA	PWY-5657	GDP-mannose biosynthesis I
MPI	PWY-5659	GDP-mannose biosynthesis
PMM1	PWY-5659	GDP-mannose biosynthesis
PMM2	PWY-5659	GDP-mannose biosynthesis
GMPPB	PWY-5659	GDP-mannose biosynthesis
GMPPA	PWY-5659	GDP-mannose biosynthesis
GNE	PWY-6138	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)
EXTL2	PWY-6558	heparan sulfate biosynthesis (late stages)
B3GNT7	PWY-6558	heparan sulfate biosynthesis (late stages)
A4GNT	PWY-6558	heparan sulfate biosynthesis (late stages)
GCNT3	PWY-6558	heparan sulfate biosynthesis (late stages)
GCNT2	PWY-6558	heparan sulfate biosynthesis (late stages)
GCNT1	PWY-6558	heparan sulfate biosynthesis (late stages)
EXTL3	PWY-6558	heparan sulfate biosynthesis (late stages)
EXT2	PWY-6558	heparan sulfate biosynthesis (late stages)
EXTL1	PWY-6558	heparan sulfate biosynthesis (late stages)
EXT1	PWY-6558	heparan sulfate biosynthesis (late stages)
NDST3	PWY-6558	heparan sulfate biosynthesis (late stages)
NDST4	PWY-6558	heparan sulfate biosynthesis (late stages)
NDST2	PWY-6558	heparan sulfate biosynthesis (late stages)
NDST1	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST3B1	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST2	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST1	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST3A1	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST6	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST5	PWY-6558	heparan sulfate biosynthesis (late stages)
HS3ST4	PWY-6558	heparan sulfate biosynthesis (late stages)
B3GAT3	PWY-6569	chondroitin sulfate biosynthesis
B3GAT1	PWY-6569	chondroitin sulfate biosynthesis
B3GAT2	PWY-6569	chondroitin sulfate biosynthesis
B3GALT6	PWY-6569	chondroitin sulfate biosynthesis
B4GALT7	PWY-6569	chondroitin sulfate biosynthesis
XYLT2	PWY-6569	chondroitin sulfate biosynthesis
XYLT1	PWY-6569	chondroitin sulfate biosynthesis
CSGALNACT1	PWY-6569	chondroitin sulfate biosynthesis
CSGALNACT2	PWY-6569	chondroitin sulfate biosynthesis
CHSY3	PWY-6569	chondroitin sulfate biosynthesis
CHSY1	PWY-6569	chondroitin sulfate biosynthesis
CHPF	PWY-6569	chondroitin sulfate biosynthesis
CHST15	PWY-6569	chondroitin sulfate biosynthesis
CHST11	PWY-6569	chondroitin sulfate biosynthesis
CHST12	PWY-6569	chondroitin sulfate biosynthesis
CHST7	PWY-6569	chondroitin sulfate biosynthesis
CHST3	PWY-6569	chondroitin sulfate biosynthesis
DSE	PWY-6568	dermatan sulfate biosynthesis (late stages)
CHPF	PWY-6566	chondroitin and dermatan biosynthesis
CHSY1	PWY-6566	chondroitin and dermatan biosynthesis
CHSY3	PWY-6566	chondroitin and dermatan biosynthesis
CSGALNACT2	PWY-6566	chondroitin and dermatan biosynthesis
CSGALNACT1	PWY-6566	chondroitin and dermatan biosynthesis
B3GAT3	PWY-6571	dermatan sulfate biosynthesis
B3GAT1	PWY-6571	dermatan sulfate biosynthesis
B3GAT2	PWY-6571	dermatan sulfate biosynthesis
B3GALT6	PWY-6571	dermatan sulfate biosynthesis
B4GALT7	PWY-6571	dermatan sulfate biosynthesis
XYLT2	PWY-6571	dermatan sulfate biosynthesis
XYLT1	PWY-6571	dermatan sulfate biosynthesis
CSGALNACT1	PWY-6571	dermatan sulfate biosynthesis
CSGALNACT2	PWY-6571	dermatan sulfate biosynthesis
CHSY3	PWY-6571	dermatan sulfate biosynthesis
CHSY1	PWY-6571	dermatan sulfate biosynthesis
CHPF	PWY-6571	dermatan sulfate biosynthesis
DSE	PWY-6571	dermatan sulfate biosynthesis
B3GAT3	PWY-6564	heparan sulfate biosynthesis
B3GAT1	PWY-6564	heparan sulfate biosynthesis
B3GAT2	PWY-6564	heparan sulfate biosynthesis
B3GALT6	PWY-6564	heparan sulfate biosynthesis
B4GALT7	PWY-6564	heparan sulfate biosynthesis
XYLT2	PWY-6564	heparan sulfate biosynthesis
XYLT1	PWY-6564	heparan sulfate biosynthesis
HS3ST4	PWY-6564	heparan sulfate biosynthesis
HS3ST5	PWY-6564	heparan sulfate biosynthesis
HS3ST6	PWY-6564	heparan sulfate biosynthesis
HS3ST3A1	PWY-6564	heparan sulfate biosynthesis
HS3ST1	PWY-6564	heparan sulfate biosynthesis
HS3ST2	PWY-6564	heparan sulfate biosynthesis
HS3ST3B1	PWY-6564	heparan sulfate biosynthesis
NDST1	PWY-6564	heparan sulfate biosynthesis
NDST2	PWY-6564	heparan sulfate biosynthesis
NDST4	PWY-6564	heparan sulfate biosynthesis
NDST3	PWY-6564	heparan sulfate biosynthesis
EXT1	PWY-6564	heparan sulfate biosynthesis
EXTL1	PWY-6564	heparan sulfate biosynthesis
EXT2	PWY-6564	heparan sulfate biosynthesis
EXTL3	PWY-6564	heparan sulfate biosynthesis
GCNT1	PWY-6564	heparan sulfate biosynthesis
GCNT2	PWY-6564	heparan sulfate biosynthesis
GCNT3	PWY-6564	heparan sulfate biosynthesis
A4GNT	PWY-6564	heparan sulfate biosynthesis
B3GNT7	PWY-6564	heparan sulfate biosynthesis
EXTL2	PWY-6564	heparan sulfate biosynthesis
XYLT1	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
XYLT2	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
B4GALT7	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
B3GALT6	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
B3GAT2	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
B3GAT1	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
B3GAT3	PWY-6557	glycoaminoglycan-protein linkage region biosynthesis
CHST3	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHST7	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHST12	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHST11	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHST15	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHPF	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHSY1	PWY-6567	chondroitin sulfate biosynthesis (late stages)
CHSY3	PWY-6567	chondroitin sulfate biosynthesis (late stages)
UGP2	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
GYS1	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
GYS2	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
GBE1	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
DPAGT1	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
GNPTAB	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG13	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG1	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
PIGM	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG12	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG3	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG6	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
DPM1	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
ALG5	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
PIP5K1A	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PIP5K1C	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PIP5K1B	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PI4KB	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PI4K2B	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PI4K2A	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PI4KA	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
CDIPT	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCG1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCB2	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCB1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCD1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCE1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCB3	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCD4	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCH2	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCH1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCD3	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCG2	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PLCZ1	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PIP4K2A	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PIP4K2C	PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
